id,label,attribute,attributeNum
1,特效,characteristic,0
2,剧情,characteristic,0
3,人物,characteristic,0
4,喜剧,characteristic,0
5,导演,characteristic,0
6,演员,characteristic,0
7,演技,characteristic,0
8,周星驰，永远的大师。推荐所有人去看美人鱼，好爱，不知道票房几何，我看过最好的环保片吧，剧透是这是个不输给李安的色戒喜剧版哈哈哈，童心狂笑，我们的星爷，天才。,comment,1
11,星星找邓超来演男主是个明智的选择，邓超的演技撑起了整部电影，台词功底给电影加分不少。,comment,1
12,因为“周星驰”这三个字给满分是原因之一，他始终从一的坚持则是给满分的原因之二。电影里面随处可见“周星驰”式的表现方式，可以让你捧腹大笑也可以让你瞬间就被带入到紧张的氛围里。没有大量BGM的堆叠，就连没有演技经验的新人，经过星爷的指导后看上去还像那么回事儿。邓超果然只适合演戏。,comment,1
17,以为是个烂片，没想到很不错，富有想象力的人鱼复仇故事，人类应该保护环境，特效非常棒，星爷的作品确实很有想法，点赞！邓超演得很好，是自己的戏路。,comment,1
18,电影人的诚意。大广东人表示对“一句话怼死你”的梗很受用！正儿八经胡说八道的星爷风，其他人演员确实只能及格～片子也很好地黑了老外和白富美一把，看着心里暗爽！至于豆瓣那些强调故事性而给低分的人，要么你没看周星驰全部作品，要么你看不懂粤语版，出门左转不谢！少一星给五毛钱的特效…,comment,1
22,"用了新人你们又说演技不好 用了别的演员又各种理由 冲着周星驰三个字我就愿意去买票 买了我不看贡献票房我也愿意
",comment,1
23,都说星爷江郎才尽，可我仍为他的作品流泪。喜剧在眼泪中发光，呜咽从笑声里产生。多年之后，这部美人鱼，我也还是很喜欢。,comment,1
26,新的演员特辑出来了，我天，邓超颜值爆表，深情的，拽酷的，小猪好敬业，林允单纯懵懂，雨琦冷酷，劲爆，最后一段舞好魔性，星爷演员选对了，期待,comment,1
29,大年初一看星爷新片，笑喷数次，泪崩数次。星爷拍出了千亿资本无法买到的爱情，拍得还挺可信的。现实中有这样的爱情吗？我不知道，只是在电影里看到了也挺满足的。除了爱情，还有大爱。星爷现在把大爱也拍得挺可信的……星爷，当之无愧的喜剧之王……,comment,1
31,最好的喜剧就是悲剧…真的从头笑到尾…但又觉得好悲伤残忍,comment,1
35,挺好看，跟预告片和封面图不符。很有意义，一开始觉得人物凸凹的地方，后面觉得就应该如此…珊珊邓超有些爱情就是会在几秒钟决定在一起。。。,comment,1
42,虽然星爷没有出演，不过全程挺搞笑的后期就有点凄凉，不过结局挺完美的，还宣宣传了环保，星爷导演的一部不错的电影作品，强烈推荐。,comment,1
44,我觉得很好看，并觉得国内的喜剧质量并不差，因为要讲的情节不复杂，人物塑造也不用太精湛，只要图个乐子就行。过年看这个电影很开心啊。,comment,1
45,"无敌是多么 多么寂寞
无敌是多么 多么空虚～～～我觉得喜剧让人笑了就很好了，而且笑点也不低俗恶搞，主题还有一定深度，不懂说烂片的是想要个多么高大上的喜剧片？",comment,1
55,星爷的喜剧，我一向都看。还是一如既往的感觉。,comment,1
60,很好看，喜欢星爷这两年的作品，邓超演技棒棒哒，而且这部片子的寓意特别好，值得一看,comment,1
65,大年初一选择了星爷的美人鱼，开篇馆长的口音，真亲切！响起世间你好的音乐，振奋人心，看到徐老怪出场，值回票价！演员都不错，只是除了邓超两位女主的台词真是差！星爷真是个矛盾体，童心未泯又重口味，胸怀天下大爱满满，又逃不出爱情的困惑，放不下回忆里的人！看完电影不想吃鱼了都！,comment,1
67,【美人鱼首映】有人说悲剧的尽头是喜剧，作为贺岁片非常出色，诚意推荐。一贯的笑中带泪，用一个轻松搞笑的方式来说一个故事教导「人是很残忍我们应爱护好自然」。里面的配角各种能联想到星爷其他电影！就不剧透了… p.s 结尾有凡凡🌝。 ,comment,1
69,星爷的作品每一次看都有收获，这次呼吁保护环境，人与自然和谐相处是很好的选题啊！一种演员演技在线。罗志祥每次都要笑死人，哈哈哈！还好最后刘轩良心发现了，希望大家都能爱护环境！,comment,1
73,真的超级感动呀，寓意又好，虽然现在还无法完全接收星爷的喜剧，但是真的是超级好看,comment,1
83,剧情老梗但不让人犯尴尬癌还能自然笑趴，就像星爷一贯的风格，也只有星爷能做到。这不是艺术片，这是一个有笑点的童话故事，而且非常单纯。其实星爷以前的片子放到今天上映都未必能拿高分，因为当时我们都单纯。但是，为什么不能再单纯一回呢？,comment,1
